run_id,scenario_id,rep_id,dgp_name,dgp.input_representation,dgp.dist_variant,dgp.sigma_v,dgp.kappa_sigmaU_over_sigmaV,dgp.sigma_eps,dgp.beta,dgp.distractors.p_u,dgp.distractors.u_noise_scale_mult,dgp.distractors.p_noise,dgp.distractors.noise_scale_mult,dgp.prevalence_target,feature_set,colsamp_arm,s,colsample_bylevel,colsample_bynode,max_depth,regime,n_estimators_cap,n_estimators_used,best_iteration,train_seconds,valid_rocauc,valid_prauc,test_rocauc,test_prauc,valid_latent_corr,test_latent_corr,nthread,cooc_mean,cooc_log_a__log_b,cooc_path_mean,cooc_path_log_a__log_b,valid_prauc_base,valid_rocauc_base,valid_latent_corr_base,test_prauc_base,test_rocauc_base,test_latent_corr_base,cooc_mean_base,cooc_path_mean_base,delta_valid_prauc,delta_valid_rocauc,delta_valid_latent_corr,delta_test_prauc,delta_test_rocauc,delta_test_latent_corr,delta_cooc_mean,delta_cooc_path_mean
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,188,187,1.840203592000762,0.8180215622824776,0.2312891901909243,0.7957591123186049,0.1927704778462377,0.8657769953468047,0.863087410874956,14,0.7385321100917431,0.7385321100917431,0.6069633730184189,0.6069633730184189,0.2312891901909243,0.8180215622824776,0.8657769953468047,0.1927704778462377,0.7957591123186049,0.863087410874956,0.7385321100917431,0.6069633730184189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,35,34,0.4211055539999506,0.835707416086164,0.2775421780342156,0.8154047467197525,0.2179018626981049,0.8515989252306388,0.8520246074663897,14,0.0,0.0,0.0,0.0,0.2775421780342156,0.835707416086164,0.8515989252306388,0.2179018626981049,0.8154047467197525,0.8520246074663897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,92,91,0.8111802560015349,0.8090210893787958,0.2331370913492545,0.7932213889876484,0.1944987882241916,0.840147538067848,0.8385246869312136,14,0.9508196721311476,0.9508196721311476,0.8263101197527429,0.8263101197527429,0.2312891901909243,0.8180215622824776,0.8657769953468047,0.1927704778462377,0.7957591123186049,0.863087410874956,0.7385321100917431,0.6069633730184189,0.0018479011583301952,-0.009000472903681778,-0.025629457278956713,0.001728310377953901,-0.002537723330956476,-0.02456272394374237,0.21228756203940446,0.21934674673432408
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,12,11,0.4189618770033121,0.8314773192206122,0.2802932902542998,0.8081901546793006,0.2130831970803131,0.7613645522932982,0.7640962860138294,14,0.1666666666666666,0.1666666666666666,0.0303636839351125,0.0303636839351125,0.2775421780342156,0.835707416086164,0.8515989252306388,0.2179018626981049,0.8154047467197525,0.8520246074663897,0.0,0.0,0.002751112220084173,-0.004230096865551758,-0.0902343729373406,-0.0048186656177918175,-0.007214592040451939,-0.08792832145256035,0.1666666666666666,0.0303636839351125
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.8,0.8,0.8,4,early_stopping,1200,133,132,1.4809354119934142,0.8107382079607225,0.2343287831129364,0.797253408577909,0.1929444903630998,0.8490903272583921,0.8465244549218734,14,0.8588957055214724,0.8588957055214724,0.6693209312841213,0.6693209312841213,0.2312891901909243,0.8180215622824776,0.8657769953468047,0.1927704778462377,0.7957591123186049,0.863087410874956,0.7385321100917431,0.6069633730184189,0.0030395929220120854,-0.007283354321755087,-0.01668666808841268,0.00017401251686210983,0.0014942962593041953,-0.016562955953082548,0.1203635954297293,0.06235755826570244
phase0_20251220_221953,0,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.8,0.8,0.8,4,early_stopping,1200,29,28,0.7662473989985301,0.8343618191382526,0.2749302933131642,0.8109628460498082,0.2236473686959594,0.8141148498920907,0.8145755099104761,14,0.2033898305084746,0.2033898305084746,0.0778341714782392,0.0778341714782392,0.2775421780342156,0.835707416086164,0.8515989252306388,0.2179018626981049,0.8154047467197525,0.8520246074663897,0.0,0.0,-0.002611884721051394,-0.001345596947911365,-0.03748407533854814,0.005745505997854478,-0.004441900669944321,-0.037449097555913635,0.2033898305084746,0.0778341714782392
phase0_20251220_221953,0,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,89,88,0.8727616570031387,0.8034487983697225,0.25018154137873,0.7860257159238309,0.2238790906124891,0.8440002911781307,0.8319242620219048,14,0.9159663865546218,0.9159663865546218,0.8514126862866359,0.8514126862866359,0.25018154137873,0.8034487983697225,0.8440002911781307,0.2238790906124891,0.7860257159238309,0.8319242620219048,0.9159663865546218,0.8514126862866359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,0,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,10,9,0.2920732780039543,0.8253612100247127,0.2505015594302898,0.8046613820689748,0.2502456514432542,0.7655837983038508,0.7588409973619565,14,0.0,0.0,0.0,0.0,0.2505015594302898,0.8253612100247127,0.7655837983038508,0.2502456514432542,0.8046613820689748,0.7588409973619565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,0,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,88,87,0.7376987220050069,0.8040467049197348,0.2493122626222393,0.7827504229015392,0.2167464505765576,0.837606486850383,0.8265202136125439,14,0.940677966101695,0.940677966101695,0.8406044050111845,0.8406044050111845,0.25018154137873,0.8034487983697225,0.8440002911781307,0.2238790906124891,0.7860257159238309,0.8319242620219048,0.9159663865546218,0.8514126862866359,-0.0008692787564907045,0.0005979065500123504,-0.006393804327747721,-0.007132640035931503,-0.003275293022291681,-0.005404048409360929,0.024711579547073148,-0.010808281275451415
phase0_20251220_221953,0,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,9,8,0.2538287810020847,0.8272438601796612,0.2511734185717951,0.8056461325403512,0.2486542439550852,0.7347936698179665,0.7264755834925758,14,0.1025641025641025,0.1025641025641025,0.0478632478632478,0.0478632478632478,0.2505015594302898,0.8253612100247127,0.7655837983038508,0.2502456514432542,0.8046613820689748,0.7588409973619565,0.0,0.0,0.0006718591415053043,0.0018826501549484842,-0.03079012848588436,-0.0015914074881690221,0.000984750471376472,-0.032365413869380744,0.1025641025641025,0.0478632478632478
phase0_20251220_221953,0,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.8,0.8,0.8,4,early_stopping,1200,151,150,1.3278151729973615,0.8036934651835994,0.2408622549032954,0.7878691194955939,0.2276060291434801,0.8673140367193892,0.8552167179706052,14,0.856353591160221,0.856353591160221,0.6592277887857995,0.6592277887857995,0.25018154137873,0.8034487983697225,0.8440002911781307,0.2238790906124891,0.7860257159238309,0.8319242620219048,0.9159663865546218,0.8514126862866359,-0.00931928647543459,0.0002446668138769148,0.023313745541258535,0.003726938530991014,0.001843403571763047,0.02329245594870033,-0.059612795394400786,-0.19218489750083645
phase0_20251220_221953,0,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.8,0.8,0.8,4,early_stopping,1200,48,47,0.959119664003083,0.8244340231707135,0.2499506031874339,0.8055172144328104,0.2421878470907733,0.8604414587943883,0.8539685385854114,14,0.1794871794871795,0.1794871794871795,0.0946433907972369,0.0946433907972369,0.2505015594302898,0.8253612100247127,0.7655837983038508,0.2502456514432542,0.8046613820689748,0.7588409973619565,0.0,0.0,-0.0005509562428558934,-0.0009271868539992845,0.09485766049053745,-0.008057804352480935,0.0008558323638356846,0.0951275412234549,0.1794871794871795,0.0946433907972369
phase0_20251220_221953,1,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,107,106,1.1667308850010158,0.7920545813963521,0.2271943148822008,0.7969199685123097,0.2394092886734727,0.8614215509403519,0.8611735479607998,14,0.8686131386861314,0.8686131386861314,0.7907226593357981,0.7907226593357981,0.2271943148822008,0.7920545813963521,0.8614215509403519,0.2394092886734727,0.7969199685123097,0.8611735479607998,0.8686131386861314,0.7907226593357981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,1,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,59,58,0.6479412039989256,0.8020008975647955,0.2552292990217425,0.8204762379098344,0.2415875647435482,0.9123804071292344,0.9136103861168932,14,0.0112359550561797,0.0112359550561797,0.0016051364365971,0.0016051364365971,0.2552292990217425,0.8020008975647955,0.9123804071292344,0.2415875647435482,0.8204762379098344,0.9136103861168932,0.0112359550561797,0.0016051364365971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,1,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,138,137,1.2504370370006654,0.7912531398176998,0.2272483477968264,0.7945485956651012,0.2399629429954627,0.8624835352461029,0.8610128655377841,14,0.8690476190476191,0.8690476190476191,0.7201955947491661,0.7201955947491661,0.2271943148822008,0.7920545813963521,0.8614215509403519,0.2394092886734727,0.7969199685123097,0.8611735479607998,0.8686131386861314,0.7907226593357981,5.403291462560689e-05,-0.0008014415786522511,0.001061984305750996,0.0005536543219900047,-0.002371372847208564,-0.00016068242301570113,0.00043448036148763247,-0.07052706458663205
phase0_20251220_221953,1,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,54,53,0.6375178029993549,0.8033150999930319,0.2531537438645915,0.819945806030631,0.2419850282683297,0.900080534692741,0.9020462382427156,14,0.0833333333333333,0.0833333333333333,0.0364948543519972,0.0364948543519972,0.2552292990217425,0.8020008975647955,0.9123804071292344,0.2415875647435482,0.8204762379098344,0.9136103861168932,0.0112359550561797,0.0016051364365971,-0.002075555157151021,0.0013142024282363218,-0.012299872436493442,0.0003974635247815106,-0.0005304318792033191,-0.011564147874177588,0.0720973782771536,0.034889717915400104
phase0_20251220_221953,1,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.8,0.8,0.8,4,early_stopping,1200,23,22,0.3161372009999468,0.7668495600107508,0.2054155230152401,0.7725333009959621,0.2098365904368057,0.7142082029703484,0.7089126380314963,14,0.9622641509433962,0.9622641509433962,0.8058794455020868,0.8058794455020868,0.2271943148822008,0.7920545813963521,0.8614215509403519,0.2394092886734727,0.7969199685123097,0.8611735479607998,0.8686131386861314,0.7907226593357981,-0.02177879186696069,-0.025205021385601323,-0.14721334797000352,-0.029572698236667,-0.02438666751634766,-0.15226090992930352,0.0936510122572648,0.015156786166288683
phase0_20251220_221953,1,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.8,0.8,0.8,4,early_stopping,1200,16,15,0.3344845059982617,0.8002478672466827,0.2525901866165436,0.8170190470828411,0.2486673458579826,0.7557710700283052,0.7618455895057765,14,0.1739130434782608,0.1739130434782608,0.0886483082135256,0.0886483082135256,0.2552292990217425,0.8020008975647955,0.9123804071292344,0.2415875647435482,0.8204762379098344,0.9136103861168932,0.0112359550561797,0.0016051364365971,-0.002639112405198929,-0.0017530303181128026,-0.15660933710092917,0.007079781114434414,-0.0034571908269932505,-0.15176479661111664,0.16267708842208112,0.0870431717769285
phase0_20251220_221953,1,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,50,49,0.7902473709982587,0.8022767245899929,0.2150557289381073,0.8026251859682092,0.2416783195100063,0.8095349320347095,0.8153162544094807,14,0.9875,0.9875,0.9511178751803752,0.9511178751803752,0.2150557289381073,0.8022767245899929,0.8095349320347095,0.2416783195100063,0.8026251859682092,0.8153162544094807,0.9875,0.9511178751803752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,1,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,23,22,0.3580612610021489,0.8207099314883747,0.2258115250349217,0.8263594276094275,0.2656544370994512,0.8104300602200459,0.8137084436272949,14,0.0,0.0,0.0,0.0,0.2258115250349217,0.8207099314883747,0.8104300602200459,0.2656544370994512,0.8263594276094275,0.8137084436272949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,1,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,159,158,1.354487008000433,0.8062940755975739,0.2133777773625838,0.808625988567849,0.2421527446692658,0.8684151128147438,0.8736771365588122,14,0.8095238095238095,0.8095238095238095,0.6893597290422684,0.6893597290422684,0.2150557289381073,0.8022767245899929,0.8095349320347095,0.2416783195100063,0.8026251859682092,0.8153162544094807,0.9875,0.9511178751803752,-0.0016779515755235008,0.004017351007581049,0.05888018078003432,0.0004744251592595228,0.006000802599639754,0.05836088214933144,-0.1779761904761905,-0.2617581461381068
phase0_20251220_221953,1,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,12,11,0.2924672840017592,0.8160463185675918,0.2250343824163675,0.8241376947772296,0.2651623392147783,0.7620842928810412,0.7675713755811595,14,0.119047619047619,0.119047619047619,0.0622758194186765,0.0622758194186765,0.2258115250349217,0.8207099314883747,0.8104300602200459,0.2656544370994512,0.8263594276094275,0.8137084436272949,0.0,0.0,-0.0007771426185541885,-0.004663612920782878,-0.04834576733900475,-0.0004920978846729152,-0.0022217328321978425,-0.04613706804613538,0.119047619047619,0.0622758194186765
phase0_20251220_221953,1,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.8,0.8,0.8,4,early_stopping,1200,35,34,0.4894938639990869,0.7872351369042199,0.1958939927957704,0.7838246809177042,0.2329926098740166,0.7487937188779354,0.7545614150303854,14,0.9846153846153848,0.9846153846153848,0.8908202054355899,0.8908202054355899,0.2150557289381073,0.8022767245899929,0.8095349320347095,0.2416783195100063,0.8026251859682092,0.8153162544094807,0.9875,0.9511178751803752,-0.019161736142336877,-0.015041587685773017,-0.060741213156774054,-0.008685709635989691,-0.018800505050505012,-0.060754839379095316,-0.0028846153846152633,-0.06029766974478523
phase0_20251220_221953,1,1,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.8,0.8,0.8,4,early_stopping,1200,19,18,0.5321343600007822,0.8196528488050706,0.2339717814641311,0.8248986962649755,0.2621459807829032,0.7689882819676345,0.7725870888417309,14,0.0612244897959183,0.0612244897959183,0.0348508634222919,0.0348508634222919,0.2258115250349217,0.8207099314883747,0.8104300602200459,0.2656544370994512,0.8263594276094275,0.8137084436272949,0.0,0.0,0.008160256429209423,-0.001057082683304067,-0.041441778252411465,-0.003508456316548003,-0.0014607313444520154,-0.041121354785564,0.0612244897959183,0.0348508634222919
phase0_20251220_221953,2,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C0,1.0,1.0,1.0,4,early_stopping,1200,135,134,1.122303728996485,0.8015618523540976,0.2488679621111407,0.7888329767680116,0.200606201560733,0.8747441477304068,0.8760769669354114,14,0.8181818181818182,0.8181818181818182,0.7250539527812254,0.7250539527812254,0.2488679621111407,0.8015618523540976,0.8747441477304068,0.200606201560733,0.7888329767680116,0.8760769669354114,0.8181818181818182,0.7250539527812254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,2,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C0,1.0,1.0,1.0,4,early_stopping,1200,150,149,1.0656921509944368,0.8184464334636884,0.2708167264078835,0.806682688353222,0.2134076736582384,0.9470972988449138,0.9469514062870088,14,0.0333333333333333,0.0333333333333333,0.0104439696106362,0.0104439696106362,0.2708167264078835,0.8184464334636884,0.9470972988449138,0.2134076736582384,0.806682688353222,0.9469514062870088,0.0333333333333333,0.0104439696106362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phase0_20251220_221953,2,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.9,0.9,0.9,4,early_stopping,1200,170,169,1.5220708929991815,0.7999303035561588,0.2489707435493785,0.787623715407938,0.2023227564905323,0.8791140962888895,0.8790015614036576,14,0.83,0.83,0.6838956460206458,0.6838956460206458,0.2488679621111407,0.8015618523540976,0.8747441477304068,0.200606201560733,0.7888329767680116,0.8760769669354114,0.8181818181818182,0.7250539527812254,0.00010278143823780339,-0.0016315487979388088,0.004369948558482717,0.0017165549297993021,-0.001209261360073599,0.002924594468246222,0.011818181818181728,-0.04115830676057963
phase0_20251220_221953,2,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.9,0.9,0.9,4,early_stopping,1200,19,18,0.478640544002701,0.8204665571475406,0.2688040529366999,0.8066096990110909,0.2152719920359551,0.7880653631323425,0.7874776025219224,14,0.0408163265306122,0.0408163265306122,0.0142857142857142,0.0142857142857142,0.2708167264078835,0.8184464334636884,0.9470972988449138,0.2134076736582384,0.806682688353222,0.9469514062870088,0.0333333333333333,0.0104439696106362,-0.0020126734711836125,0.002020123683852182,-0.15903193571257124,0.001864318377716695,-7.2989342131069e-05,-0.15947380376508635,0.007482993197278902,0.003841744675078
phase0_20251220_221953,2,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F0,C3,0.8,0.8,0.8,4,early_stopping,1200,149,148,2.3353090649980004,0.7988388920735786,0.2476527899905151,0.7842562294418444,0.1950486965718868,0.8721466272056203,0.872508371395439,14,0.888268156424581,0.888268156424581,0.6982125571511043,0.6982125571511043,0.2488679621111407,0.8015618523540976,0.8747441477304068,0.200606201560733,0.7888329767680116,0.8760769669354114,0.8181818181818182,0.7250539527812254,-0.0012151721206256072,-0.0027229602805189934,-0.0025975205247864563,-0.00555750498884619,-0.0045767473261671965,-0.0035685955399723523,0.07008633824276278,-0.026841395630121112
phase0_20251220_221953,2,0,continuous_logratio,log,normal,1.0,6.0,0.12,1.4,0,1.0,40,1.0,0.05,F1,C3,0.8,0.8,0.8,4,early_stopping,1200,10,9,1.0106804110037046,0.8147473787394258,0.2718196554830597,0.8009972563336832,0.2250709708004537,0.7278736486677089,0.725923410181505,14,0.3,0.3,0.1566787379287379,0.1566787379287379,0.2708167264078835,0.8184464334636884,0.9470972988449138,0.2134076736582384,0.806682688353222,0.9469514062870088,0.0333333333333333,0.0104439696106362,0.0010029290751761843,-0.0036990547242625738,-0.2192236501772049,0.011663297142215312,-0.00568543201953875,-0.22102799610550383,0.2666666666666667,0.1462347683181017
